"id","country_slug","country","ul_safety_index","institutions_resources","safety_frameworks","safety_outcomes","transport_injuries","transport_injuries_rating","falls","falls_rating","drowning","drowning_rating","fires_heat_hot_substances","fires_heat_hot_substances_rating","poisonings","poisonings_rating","exposure_to_mechanical_forces","exposure_to_mechanical_forces_rating","foreign_body","foreign_body_rating","other_unintentional_injuries","other_unintentional_injuries_rating","exposure_to_forces_of_nature_disaster","exposure_to_forces_of_nature_disaster_rating","unintentional_injuries","gdp_per_capita","gdp_per_capita_rating","government_effectiveness","government_effectiveness_rating","education","education_rating","network_readiness","network_readiness_rating","ul_standards_index","ul_standards_index_rating","consumer_protection_survey","consumer_protection_survey_rating","ul_labor_rights_index","ul_labor_rights_index_rating","road_safety","road_safety_rating","iso_membership","iec_membership","ul_safety_index_rank","institutions_resources_rank","safety_frameworks_rank","safety_outcomes_rank","transport_injuries_rating_rank","falls_rating_rank","drowning_rating_rank","fires_heat_hot_substances_rating_rank","poisonings_rating_rank","exposure_to_mechanical_forces_rating_rank","foreign_body_rating_rank","other_unintentional_injuries_rating_rank","exposure_to_forces_of_nature_disaster_rating_rank","gdp_per_capita_rating_rank","government_effectiveness_rating_rank","education_rating_rank","network_readiness_rating_rank","ul_standards_index_rating_rank","consumer_protection_survey_rating_rank","ul_labor_rights_index_rating_rank","road_safety_rating_rank"
86,"Jordan","Jordan",70.6335220660573,55.3604421723201,70.875,89.8131575597496,856.310036033,0.791309422793085,201.115896925,0.893941588318006,105.879397597,0.942651537978064,120.931724086,0.851518829786535,62.218931271,0.897114712438848,112.872873433,0.869471523608113,86.276908405,0.885351030338162,154.291151557,0.95182553511665,0,1,1699.896919307,4370.721045,0.488122077740051,0.13,0.526666666666667,0.703,0.706122448979592,4.09,0.493506493506493,7,0.875,NULL,NULL,54.25,0.5425,NULL,NULL,"Member body","Associate member",58,65,67,60,102,48,53,96,106,61,63,123,1,97,69,57,42,60,NULL,109,NULL
87,"Kazakhstan","Kazakhstan",69.9378652584708,53.6105923712866,81.375,78.4143430861131,1396.417617798,0.601951549523279,415.44502601,0.723083743983847,481.899874285,0.695926882248468,209.364993498,0.720992566186471,178.644817787999,0.679617590864878,97.058562096,0.895743467710661,140.746869147,0.791332365550869,163.100764621,0.948755360542834,15.483560856,0.999887351138869,3098.162086099,9070.649972,0.606301658157999,-0.43,0.402222222222222,0.754,0.775510204081633,3.68,0.36038961038961,7,0.875,NULL,NULL,75.25,0.7525,NULL,NULL,"Member body","Associate member",61,77,44,136,165,144,152,131,161,42,104,135,127,61,106,44,66,60,NULL,70,NULL
88,"Kenya","Kenya",59.4572552644378,33.6414516012664,75.75,82.4816246300825,586.215034127,0.886002807719456,283.77044946,0.828051437358013,221.844972111,0.866561090190584,191.098276991,0.747953983193369,127.028266434,0.776043322984432,262.812408619,0.62038049439888,173.210341018,0.735298319664036,121.30002724,0.963323033395384,36.87395365,0.999731727803268,2004.15372965,991.8505451,0.248059630737936,-0.54,0.377777777777778,0.515,0.450340136054422,3.4,0.269480519480519,7,0.875,NULL,NULL,64,0.64,NULL,NULL,"Member body","Associate member",102,135,58,112,37,82,89,123,140,140,117,75,156,149,114,125,87,60,NULL,84,NULL
89,"Kiribati","Kiribati",56.3630268836194,39.6281639315631,50,90.3668136349443,870.788004249,0.786233550201757,75.545627624,0.994043079966955,158.863584511,0.907886130012487,64.573314739,0.934703050424528,116.302829701,0.796079688494182,110.290513839999,0.873761536965905,99.023873918,0.863348945862675,82.1777794039999,0.976957245216495,0,1,1577.565527986,1465.504574,0.311248546064806,-0.85,0.308888888888889,0.602,0.568707482993197,NULL,NULL,0,NULL,NULL,NULL,100,1,NULL,NULL,NULL,NULL,112,121,126,56,107,2,69,55,133,57,73,37,1,130,143,105,NULL,NULL,NULL,1,NULL
90,"Kuwait","Kuwait",66.2124599254581,58.1643761624371,53.875,92.6349372452444,920.028146356,0.768970306907865,282.528437674,0.829041538224374,47.235452803,0.981130578314824,86.037046276,0.903022884135671,21.88248618,0.972467891738351,76.230079867,0.930345336182855,38.891576696,0.967141168555536,59.0261188339999,0.985025663103552,0.1395240361,0.999998984908968,1531.9988687221,37725.14121,0.837003824069119,0.18,0.537777777777778,0.633,0.610884353741497,3.62,0.340909090909091,5,0.625,NULL,NULL,45.25,0.4525,NULL,NULL,"Member body",NULL,73,60,120,29,116,79,22,74,39,14,19,15,45,22,65,91,74,103,NULL,127,NULL
91,"Kyrgyzstan","Kyrgyzstan",57.8702959640776,33.7930376831197,69.375,82.6678954716578,1071.53961435,0.715851464803159,282.890140079,0.828753198074472,416.531832889,0.73881791746868,175.968522672,0.770285288069654,68.754033418,0.884906380179709,120.094523299,0.857474366250788,207.793875596999,0.67560490882896,106.127560139,0.968610680239477,26.611852809,0.999806388534304,2476.311955252,880.0377751,0.228699450017016,-0.63,0.357777777777778,0.651,0.635374149659864,2.97,0.12987012987013,4,0.5,NULL,NULL,88.75,0.8875,NULL,NULL,"Correspondent member","Affiliate country",106,134,72,109,133,80,139,113,111,70,132,57,146,151,122,85,121,112,NULL,37,NULL
92,"Laos","Laos",38.2051278297587,29.9950402530012,27.625,67.2997166252733,1734.88501459399,0.483287289675243,318.614393473,0.800274712898873,1047.094259411,0.325076360173792,313.070090488,0.567925299575267,105.210207403,0.816801999422602,226.244027725999,0.681130686947185,330.363330431,0.464042125779008,250.089564361,0.918439522692944,0.4811965937,0.999996499109684,4326.05208448069,1147.095387,0.271597239336069,-0.87,0.304444444444444,0.422,0.323809523809524,NULL,NULL,2,0.25,NULL,NULL,30.25,0.3025,NULL,NULL,"Subscriber member","Affiliate country",167,144,170,173,174,98,182,162,129,121,171,176,70,144,145,150,NULL,150,NULL,149,NULL
93,"Latvia","Latvia",74.6450855179706,64.9943805413703,80.25,79.7412078779693,854.130741209,0.7920734680445,596.451899037,0.578789572365229,382.179231383,0.761358269139519,303.928274661,0.581418491338415,68.121223012,0.886088543751098,161.776551977,0.788228990706225,119.175331200999,0.828566231106561,130.303041078,0.960185458115705,0.04337227892,0.999999684449987,2616.10966583692,11319.517,0.642152051174501,0.72,0.657777777777778,0.822,0.868027210884354,3.9,0.431818181818182,5,0.625,NULL,NULL,98,0.98,NULL,NULL,"Correspondent member","Associate member",43,45,46,129,100,177,130,159,110,93,91,89,33,54,43,20,50,103,NULL,17,NULL
94,"Lebanon","Lebanon",70.7572498366931,54.6789442474051,69.75,92.8856236333465,584.472669289,0.886613668428179,272.363657132,0.837144648142052,60.16427069,0.972647375032234,86.464971537,0.902391272460678,36.330582225,0.945477164881803,101.009872742,0.88917924811163,48.883724958,0.949894076302255,83.877990255,0.97636471702179,0.8306611562,0.999993956620567,1274.3983999842,8763.795964,0.600731139213535,-0.28,0.435555555555556,0.628,0.604081632653061,NULL,NULL,6,0.75,NULL,NULL,64.5,0.645,NULL,NULL,"Member body","Affiliate country",56,68,70,26,36,73,28,75,73,45,37,40,79,64,98,94,NULL,76,NULL,81,NULL
95,"Lesotho","Lesotho",47.2108721703549,32.4550862728404,49.5,65.4995179905266,2689.605206251,0.14856918690554,109.289202373,0.967143542482919,393.107533454999,0.754187698030807,428.215460852,0.397972350143556,215.284852310999,0.611169737199964,460.927886888,0.291255902121817,155.388028360999,0.766060780598598,134.848081507,0.958601498926952,0.5604188573,0.999995922737243,4587.2266708553,1087.98277,0.263033382886405,-0.32,0.426666666666667,0.5,0.429931972789116,3.12,0.178571428571429,2,0.25,NULL,NULL,74,0.74,NULL,NULL,"Subscriber member","Affiliate country",140,137,130,177,184,11,132,183,169,178,109,97,74,146,100,129,105,150,NULL,72,NULL
96,"Liberia","Liberia",43.2601912107279,17.7597477481501,59,77.2638774996675,721.334945409999,0.838630728710045,292.715826071999,0.82092040588689,290.018273516999,0.821829392418441,194.559211377,0.742845692648722,151.136436034,0.731006453167242,291.836890392,0.572162804327128,324.300420471,0.474507099342414,154.222419950999,0.951849488271871,0.4246926892,0.999996910197324,2420.5491159132,326.6044381,0.0682572850522135,-1.27,0.215555555555556,0.367,0.248979591836735,NULL,NULL,3,0.375,NULL,NULL,80.5,0.805,NULL,NULL,"Correspondent member",NULL,152,177,110,140,66,85,108,125,147,153,170,122,66,180,169,163,NULL,148,NULL,55,NULL
97,"Libya","Libya",61.5698133476458,44.8729298516744,60,86.6897666920644,1354.32165116099,0.616710095755073,264.333467931,0.843546114999757,160.635833163,0.90672327462125,96.435821615,0.887674437786904,59.020670597,0.903089436028663,178.935518488,0.759723202535749,66.069921013,0.920229593643323,118.258979637,0.964382846915077,0,1,2298.01186360499,11933.77926,0.650705691284046,-1.1,0.253333333333333,0.698,0.699319727891156,3.16,0.191558441558442,8,1,NULL,NULL,20,0.2,NULL,NULL,"Member body","Full member",100,99,104,85,160,69,70,85,102,104,53,70,1,53,157,60,101,1,NULL,162,NULL
98,"Lithuania","Lithuania",78.2625412405025,69.3095878020546,87.875,78.7051557873489,909.042730927,0.772821715354722,701.797613874,0.494810591889119,410.783151165,0.742589896941037,158.083846327,0.796682819163224,60.8020287469999,0.899761651446488,147.72855211,0.811566603036832,242.399680428,0.615873058102811,161.364930682,0.949360303482458,0.3599198408,0.999997381444712,2792.3624541008,11988.75797,0.651449684005497,0.76,0.666666666666667,0.883,0.951020408163265,4.12,0.503246753246753,7,0.875,NULL,NULL,88.25,0.8825,NULL,NULL,"Member body","Associate member",37,36,34,134,112,183,135,109,104,84,144,131,58,51,42,6,40,60,NULL,39,NULL
99,"Luxembourg","Luxembourg",92.4761958189439,86.4906720263863,99.25,92.1276685638426,455.645518377,0.931779550448178,547.421304508999,0.617875541329131,21.43952006,0.998056498629853,29.047697899,0.987138361920357,13.013838907,0.989035558189838,105.259672273,0.882119155936497,57.565077441,0.934909502091425,157.865253277,0.95057995075951,0.5427285487,0.999996051441042,1387.8006112917,103267.2765,1,1.71,0.877777777777778,0.762,0.786394557823129,5.02,0.795454545454545,8,1,NULL,NULL,98.5,0.985,NULL,NULL,"Member body","Full member",10,15,11,34,20,171,3,5,11,51,44,127,71,1,12,40,16,1,NULL,15,NULL
100,"Madagascar","Madagascar",49.3538569518003,22.6099834485489,67,79.357549164207,638.877646997999,0.867539670539459,278.934789821999,0.831906304800482,283.471751027,0.826124872605577,240.817200392,0.674569550559584,181.751756463,0.673813467409731,219.602929428,0.692163387615999,242.463918403,0.615762179215515,129.085453227,0.960609790857038,42.581779417,0.999690201175242,2257.587225177,414.1427872,0.106693710236329,-0.95,0.286666666666667,0.457,0.371428571428571,3,0.13961038961039,4,0.5,NULL,NULL,84,0.84,NULL,NULL,"Correspondent member","Affiliate country",137,164,79,132,46,78,107,142,162,118,145,86,163,176,150,140,119,112,NULL,45,NULL
101,"Malawi","Malawi",50.026050973197,24.3478662909458,69.5,73.9848761541348,803.759507835,0.809733263884633,366.912782192,0.761772440172011,359.168997966,0.776456361584036,309.694861062,0.572907090802687,255.736941471999,0.535600521303236,233.951909468,0.668325763991033,264.27519042,0.578114517193802,143.086386379,0.955730426841764,0.2105594604,0.999998468098932,2736.7971362544,365.5165695,0.0864770099144765,-0.42,0.404444444444444,0.434,0.340136054421769,3.01,0.142857142857143,4,0.5,NULL,NULL,89,0.89,NULL,NULL,"Correspondent member","Affiliate country",132,160,71,152,92,116,123,161,177,127,151,106,51,177,104,147,116,112,NULL,33,NULL
102,"Malaysia","Malaysia",80.1180908710526,67.326788888273,84.5,90.3955737077373,1299.09934476,0.636070643264837,116.312259343,0.961544936359464,162.136764266,0.905738443388326,66.722574411,0.931530773335173,42.35683009,0.934219431711462,71.271520574,0.938582874308848,103.599985596,0.855450282011586,95.051003154,0.972470891053927,0.9129053069,0.999993358262734,1957.4631875009,9069.041757,0.606272957303749,1.13,0.748888888888889,0.671,0.662585034013605,4.65,0.675324675324675,8,1,NULL,NULL,69,0.69,NULL,NULL,"Member body","Full member",34,40,36,55,153,13,71,56,80,10,77,45,84,62,29,76,26,1,NULL,77,NULL
103,"Maldives","Maldives",42.4043847473893,49.8147197458897,17.5,87.4654548523412,345.410080627,0.970427310183549,222.759600729,0.876687766631958,470.588123426,0.703349052075409,160.15463043,0.793626370911518,50.724338507,0.918587951034029,144.654198084,0.816673955194086,122.738932259,0.822415225878289,101.522600743999,0.970215521353982,12.675144535,0.999907783447889,1631.227649341,6330.794983,0.548092386027484,-0.21,0.451111111111111,0.548,0.495238095238095,NULL,NULL,0,NULL,NULL,NULL,35,0.35,NULL,NULL,NULL,NULL,153,89,179,79,5,55,150,110,92,83,93,53,121,76,94,119,NULL,NULL,NULL,140,NULL
104,"Mali","Mali",48.4702866144782,21.4407162127262,84,63.2278171623135,758.349476382,0.825653697648875,320.999906398,0.798373041400758,714.65941146,0.54320244239055,324.849225581,0.550539461616855,258.5002454,0.530438347594672,495.916744694,0.233129734190587,435.862038285,0.281944552839698,224.884017371,0.927223725690922,0.2005068836,0.999998541235295,3534.2215724546,610.7906021,0.169584946179633,-0.84,0.311111111111111,0.294,0.149659863945578,3.27,0.227272727272727,6,0.75,NULL,NULL,93,0.93,NULL,NULL,"Member body","Affiliate country",138,169,37,179,79,101,173,168,179,181,181,167,49,161,142,177,93,76,NULL,25,NULL
105,"Malta","Malta",86.0590288704236,73.4000050918934,93.625,92.7473270510714,318.590854295,0.979829940015875,524.530187249,0.636123769958347,41.0068169,0.985217478215511,29.491540045,0.986483257146658,12.137988961,0.990671747940112,139.288359787,0.825588096366472,29.88052438,0.982694825939128,128.949573264,0.960657145400814,0.9382853023,0.999993173613505,1224.8141301833,19694.08316,0.731790762323437,1.2,0.764444444444444,0.722,0.731972789115646,4.75,0.707792207792208,7,0.875,NULL,NULL,99.75,0.9975,NULL,NULL,"Member body","Associate member",22,30,23,28,3,169,15,7,7,78,7,85,85,38,27,51,25,60,NULL,11,NULL
106,"Marshall-Islands","Marshall Islands",40.4109834478243,32.3558501177092,24.625,82.8264799728108,970.394350588,0.751312274249117,148.226763122,0.93610348870392,661.439169198,0.578122737331915,95.47638474,0.889090553139039,92.594540911,0.8403695343655,178.432499523999,0.760558856129708,166.932039428999,0.746135073068829,151.808687951,0.952690680564946,0,1,2465.304435463,3124.343448,0.433783669020851,-1.28,0.213333333333333,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,49.25,0.4925,NULL,NULL,NULL,NULL,161,138,175,107,123,25,170,83,125,103,115,120,1,109,170,NULL,NULL,NULL,NULL,120,NULL
107,"Mauritania","Mauritania",45.9409962021411,24.3803701755835,50,79.5409777844349,553.814973682,0.897362038263173,293.20504982,0.820530408897973,314.922444522,0.805488598769221,183.200906031,0.759610391811149,119.330082089,0.790424428307936,295.008439571,0.566893984144347,274.036289193,0.561266231257978,139.118288644,0.957113319902323,0.1925334573,0.999998599245038,2172.8290070093,1207.827457,0.279947851756385,-0.96,0.284444444444444,0.338,0.20952380952381,3.19,0.201298701298701,4,0.5,NULL,NULL,50,0.5,NULL,NULL,"Correspondent member","Affiliate country",144,159,126,130,32,86,112,116,136,155,153,101,47,142,152,169,100,112,NULL,117,NULL
108,"Mauritius","Mauritius",74.9060140543816,59.4881093253473,77,91.7548800512633,680.272141472,0.853027055454404,226.556975394,0.873660594113874,201.185094193,0.880117004250455,139.460677746999,0.824170354423475,7.643621211,0.999067750566016,35.437720362,0.998112725219834,113.346253056,0.838627595878411,41.433284059,0.991156814791504,0.09485193004,0.999999309915723,1445.43061942404,7772.100057,0.581293080496884,0.85,0.686666666666667,0.686,0.682993197278912,3.89,0.428571428571429,6,0.75,NULL,NULL,79,0.79,NULL,NULL,"Member body","Affiliate country",42,56,54,36,57,57,80,104,2,2,85,6,42,69,39,65,51,76,NULL,59,NULL
109,"Mexico","Mexico",72.5914871042418,51.9263676857057,82.25,89.5639480606642,983.958411962,0.746556810890709,184.529239777,0.907164058343969,175.639218651,0.896878850317792,49.78744546,0.956526785811665,30.412871274,0.956532138450429,113.788340241,0.867950680095235,169.221882243,0.742182656709198,53.305015899,0.987019483335793,7.716223627,0.999943861504992,1768.358649134,8851.350514,0.602340215570879,0.14,0.528888888888889,0.631,0.608163265306122,3.61,0.337662337662338,8,1,NULL,NULL,64.5,0.645,NULL,NULL,"Member body","Full member",51,82,41,66,124,41,74,39,68,63,116,10,108,63,68,92,75,1,NULL,81,NULL
110,"Micronesia","Micronesia",39.9882064548832,43.9734169365282,16.5,88.1295635119879,792.450644075999,0.813698071013435,135.176617186999,0.946506740059531,421.444652602,0.735594386231691,75.288192602,0.918888041190021,64.322259277,0.893185450650799,143.990619108,0.817776343366014,109.658064321,0.844993647471337,127.659807913,0.961106632200979,12.177514873,0.999911403895098,1882.168371959,2838.448547,0.418250127143466,-0.8,0.32,0.611,0.580952380952381,NULL,NULL,0,NULL,NULL,NULL,33,0.33,NULL,NULL,NULL,NULL,162,105,181,75,86,19,141,69,109,82,80,82,120,117,139,100,NULL,NULL,NULL,146,NULL
111,"Mongolia","Mongolia",62.8885694141854,42.8416939426834,82,70.8002285919997,1371.332537383,0.610746200142076,595.446303487,0.579591208095652,380.332116038,0.762570248076416,378.351169638,0.471571343627628,169.605656993,0.696503796443132,278.954673558,0.593563728677713,187.732186168,0.710232678480306,166.441011243,0.947591275335614,48.094446538,0.999650094401435,3576.290101046,2650.346885,0.407151575476866,-0.57,0.371111111111111,0.683,0.67891156462585,3.36,0.256493506493506,6,0.75,NULL,NULL,89,0.89,NULL,NULL,"Member body","Affiliate country",94,112,42,162,162,176,129,180,157,148,125,139,168,121,117,67,92,76,NULL,33,NULL
112,"Montenegro","Montenegro",70.9155733051942,59.3522650256328,67,89.6835425186484,671.267881989,0.856183884729969,210.645748302,0.886344628119221,58.594910661,0.973677105690205,71.226595901,0.92488290087526,42.677822057,0.933619781316181,214.842311107,0.700072091052883,77.985465759,0.899662595026628,311.390892603,0.897075839868007,0,1,1658.631628379,6682.281158,0.556838488058915,0.09,0.517777777777778,0.774,0.802721088435374,4.1,0.496753246753247,6,0.75,NULL,NULL,59,0.59,NULL,NULL,"Correspondent member","Full member",55,58,79,64,55,52,27,65,81,114,57,182,1,75,74,37,41,76,NULL,98,NULL
113,"Morocco","Morocco",61.971474226192,38.5922058957928,73.375,84.0480739191998,1010.96788421299,0.7370874821935,232.05417674,0.869278362095958,205.679121426999,0.877168262384283,85.690931883,0.903533744118536,70.114195114,0.882365439650027,251.962710172,0.638404843676878,186.46477256,0.712420316098071,176.314846613,0.944150216338041,11.272782285,0.99991798617269,2230.52142100699,2857.673414,0.419342740057645,-0.09,0.477777777777778,0.454,0.36734693877551,3.43,0.279220779220779,7,0.875,NULL,NULL,59.25,0.5925,NULL,NULL,"Member body","Associate member",98,123,63,99,127,60,81,73,113,135,124,144,117,116,85,143,86,60,NULL,94,NULL
114,"Mozambique","Mozambique",43.3839682131713,22.1401413279432,49.625,74.3202070862734,1042.887941003,0.725896537514191,320.780440234,0.798547994361401,361.493229866,0.77493132411689,340.060982853,0.52808712153368,163.418741431,0.708061675591939,252.9398771,0.636781499203369,274.806749075999,0.559936367816092,140.610162634,0.956593397681204,2.375139593,0.99998271994584,2899.37326379,417.5012315,0.108001035513109,-0.57,0.371111111111111,0.373,0.257142857142857,3.03,0.149350649350649,4,0.5,NULL,NULL,49.25,0.4925,NULL,NULL,"Correspondent member","Affiliate country",150,167,129,148,129,100,124,174,151,136,154,102,95,175,117,159,113,112,NULL,120,NULL
115,"Myanmar","Myanmar",34.8016681584357,19.2766439909297,26.75,81.7419458444904,855.11142388,0.791729647681293,586.187280715,0.586972270474893,328.273396007999,0.796728413850411,132.364605088,0.834644058003274,80.861325841,0.862288547231773,161.389040295,0.788872754764719,158.123904839,0.761338481372003,203.010160476,0.934846825455059,88.775076438,0.999354127170709,2594.09621358,NULL,NULL,-1.65,0.131111111111111,0.371,0.254421768707483,NULL,NULL,4,0.5,NULL,NULL,3.5,0.035,NULL,NULL,"Correspondent member","Affiliate country",174,172,172,117,101,174,116,99,120,92,110,159,179,NULL,180,160,NULL,112,NULL,183,NULL
116,"Namibia","Namibia",62.3048003490291,44.0827117739032,67.5,81.2816386941807,1657.472364604,0.510427613679549,78.065891284,0.992033988538554,267.331488431,0.836715255255636,193.788739852999,0.743982897796816,108.738103881,0.810211477742839,275.665079243,0.59902865447322,110.984162892999,0.842704715821354,72.679598816,0.980267387481194,3.368662146,0.999975491687099,2768.094091151,5143.130676,0.514462872110531,0.11,0.522222222222222,0.52,0.457142857142857,3.4,0.269480519480519,6,0.75,NULL,NULL,60,0.6,NULL,NULL,"Member body","Affiliate country",96,102,76,122,170,3,102,124,131,145,82,32,101,86,71,124,87,76,NULL,93,NULL
117,"Nepal","Nepal",46.3417131803548,23.7311580492674,48.125,87.141810851815,908.040255307999,0.773173176170359,323.123601265,0.796680084738506,74.259890243,0.963398578498222,203.49714905,0.729653422177394,50.8897122929999,0.918279013532973,122.890400235,0.852829641544481,109.852326568,0.844658338305831,118.097860832,0.964438997265255,47.87039943,0.999651724430328,1958.521595224,595.4275198,0.165461535328766,-0.86,0.306666666666667,0.444,0.353741496598639,2.95,0.123376623376623,4,0.5,NULL,NULL,46.25,0.4625,NULL,NULL,"Correspondent member","Affiliate country",142,163,134,83,111,102,37,128,93,72,81,68,167,163,144,144,122,112,NULL,125,NULL
118,"Netherlands","Netherlands",94.6531355836306,89.6667960411584,100,94.5743498583057,361.530669034,0.964775546646677,459.297560155,0.688125595809628,26.6585528149999,0.994632046666331,29.067572905,0.987109026690647,12.1812503489999,0.990590930626654,79.058896517,0.925645889503107,26.152475039,0.989129679508459,97.312446451,0.971682771796005,0,1,1091.259423265,50341.25192,0.883701320104388,1.73,0.882222222222222,0.866,0.927891156462585,5.32,0.892857142857143,8,1,NULL,NULL,100,1,NULL,NULL,"Member body","Full member",4,9,1,8,9,158,7,6,8,18,4,49,1,8,11,10,8,1,NULL,1,NULL
119,"New-Zealand","New Zealand",93.1666766159222,87.100604912052,99.875,92.9616552695163,593.237718567,0.883540704547607,384.449097328,0.747792926447056,65.645721043,0.969050738585317,31.1454205079999,0.984042152812148,17.340478371,0.980952891545329,137.821503449,0.828024950358858,26.4557020269999,0.988606290173294,60.3517342819999,0.984563682445203,3.486091737,0.999974637341654,1319.933467312,33394.073,0.817264765436936,1.81,0.9,0.917,0.997278911564626,4.94,0.76948051948052,8,1,NULL,NULL,99.75,0.9975,NULL,NULL,"Member body","Full member",7,12,9,23,39,134,31,9,23,77,5,21,102,25,8,2,18,1,NULL,11,NULL
120,"Nicaragua","Nicaragua",41.706139873616,28.3378243341195,27.5,93.0895195127582,656.386464834,0.861401203647254,125.48546074,0.954232288643189,194.497266784,0.884505201216743,26.260805316,0.991251776230745,27.038273402,0.962836280472336,84.739550948,0.916208751679221,121.863558887999,0.823926176765911,61.147188535,0.984286464432964,81.286003115,0.999408613059879,1378.704572562,1523.481469,0.317528640237589,-0.96,0.284444444444444,0.484,0.408163265306122,2.95,0.123376623376623,0,NULL,NULL,NULL,55,0.55,NULL,NULL,NULL,NULL,155,148,171,20,49,14,78,2,60,23,92,22,175,129,152,133,122,NULL,NULL,107,NULL
121,"Niger","Niger",35.1685832559835,14.2936386520703,45,67.6253160175623,617.72945337,0.874954076676491,294.563523494,0.819447467514712,625.27465634,0.601851968950123,286.017986946,0.607853824454392,229.491782375,0.584629536495787,445.374893025,0.317093725640569,397.646753117,0.347906599388238,209.622178227,0.932542518939749,0.1754518166,0.999998723520545,3105.8966787106,351.0062183,0.0799202706732195,-0.67,0.348888888888889,0.184,0,NULL,NULL,1,0.125,NULL,NULL,77.5,0.775,NULL,NULL,NULL,"Affiliate country",172,182,140,172,42,88,168,153,172,177,179,163,46,178,127,182,NULL,162,NULL,63,NULL
122,"Nigeria","Nigeria",55.0153081759969,29.4036127297878,76.375,74.1478790510501,419.551460072,0.944433870344922,382.370385341,0.749450023877567,323.792756535,0.799668371379218,225.640065037,0.696970789179534,167.476397473,0.700481501320787,351.453758776,0.473122700690815,387.74125278,0.365004131735397,176.233821549,0.944178453797453,0.1000264888,0.999999272268818,2434.3599240518,2314.963537,0.385251909727485,-1.15,0.242222222222222,0.425,0.327891156462585,3.25,0.220779220779221,7,0.875,NULL,NULL,65.25,0.6525,NULL,NULL,"Member body","Associate member",116,146,55,150,16,132,114,137,154,166,178,143,43,122,163,149,96,60,NULL,79,NULL
123,"Norway","Norway",95.0070211121409,93.2156653444766,100,91.9979605886857,379.829970188,0.958359941930443,542.788254096999,0.621568893742147,52.3578550199999,0.977769530175558,71.668281453,0.924230979204016,34.52290548,0.948854115665994,93.390844995,0.901836560012188,36.709170672,0.970908142087464,83.100050688,0.976635831117405,47.769426601,0.999652459046499,1342.136759194,87646.2701,0.973452422890587,1.86,0.911111111111111,0.907,0.983673469387755,5.22,0.86038961038961,8,1,NULL,NULL,100,1,NULL,NULL,"Member body","Full member",3,2,1,35,11,170,25,67,71,34,18,38,165,2,6,3,9,1,NULL,1,NULL
124,"Oman","Oman",73.9822886413013,58.0090632002553,80.125,87.1203059083371,2260.925993323,0.298861067293065,174.716615584,0.914986437989865,163.360638543999,0.90493540212165,37.187759881,0.975123744762719,12.012173102,0.990906786624373,152.546621393,0.803562457665732,42.912503704,0.960200789246472,37.335176603,0.992585016600229,45.931668137,0.999665829446236,2926.929150271,19920.64957,0.73364226414709,0.42,0.591111111111111,0.596,0.560544217687075,3.91,0.435064935064935,8,1,NULL,NULL,60.25,0.6025,NULL,NULL,"Member body","Full member",45,61,47,84,181,39,72,20,6,87,26,5,164,36,56,108,48,1,NULL,92,NULL
125,"Pakistan","Pakistan",50.3097153298945,27.6424262914686,55.5,83.0015946954137,723.631493747,0.837825575211672,86.520879995,0.985293882090129,567.253725603,0.639922220568561,164.955342188,0.786540587783074,83.205080591,0.857910140272201,69.744203938,0.941120169574688,159.880006686,0.758307336340203,979.85798493,0.66411320514327,122.274551541,0.999110405603433,2957.323269219,1043.300205,0.256245392207086,-0.76,0.328888888888889,0.359,0.238095238095238,3.44,0.282467532467532,8,1,NULL,NULL,11,0.11,NULL,NULL,"Member body","Full member",131,149,116,104,68,5,164,111,121,9,112,186,182,147,136,165,85,1,NULL,175,NULL
126,"Panama","Panama",67.8412813184378,54.1523933454803,63.5,90.8010236466222,900.718569756,0.775740107003557,163.253652862999,0.924124426412411,263.924524188,0.838950724151748,41.0768727309999,0.969383468819007,43.2420958529999,0.932565652117932,84.546016296,0.916530266252375,114.412768744,0.836786721025657,78.707153443,0.97816676798478,21.442931029,0.99984399442853,1711.324584903,7958.58369,0.585130984283032,0.13,0.526666666666667,0.663,0.651700680272109,3.81,0.402597402597403,6,0.75,NULL,NULL,52,0.52,NULL,NULL,"Member body","Affiliate country",67,73,92,49,109,32,100,27,82,22,87,36,139,68,69,79,55,76,NULL,114,NULL
127,"Papua-New-Guinea","Papua New Guinea",51.7935381725557,29.7471574023786,65.75,71.0371470676616,1608.506590128,0.52759466563517,164.859334473,0.922844417018713,1062.005478889,0.315292410308555,173.157278914,0.774434644372328,168.350152671,0.69884922480385,278.822123073,0.593783931686145,229.414203204,0.638286829172135,238.898047246,0.922339797431378,11.36494393,0.999917315661272,3935.378152528,1418.923591,0.30602016424823,-0.74,0.333333333333333,0.37,0.253061224489796,NULL,NULL,4,0.5,NULL,NULL,81.5,0.815,NULL,NULL,"Correspondent member","Affiliate country",127,145,85,161,169,33,183,112,155,147,138,174,118,133,132,161,NULL,112,NULL,52,NULL
